"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Western Isles","S08000028","Health board",2019,"2019/20 financial year",4652,17.41,16.96,17.87,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeen City","S12000033","Council area",2019,"2019/20 financial year",37975,16.61,16.45,16.76,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeenshire","S12000034","Council area",2019,"2019/20 financial year",43636,16.71,16.56,16.85,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Angus","S12000041","Council area",2019,"2019/20 financial year",23733,20.42,20.19,20.66,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Argyll & Bute","S12000035","Council area",2019,"2019/20 financial year",16416,19.12,18.86,19.38,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","City of Edinburgh","S12000036","Council area",2019,"2019/20 financial year",81105,15.45,15.35,15.55,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Clackmannanshire","S12000005","Council area",2019,"2019/20 financial year",11237,21.8,21.45,22.16,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dumfries & Galloway","S12000006","Council area",2019,"2019/20 financial year",30257,20.33,20.12,20.53,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dundee City","S12000042","Council area",2019,"2019/20 financial year",33794,22.63,22.42,22.84,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Ayrshire","S12000008","Council area",2019,"2019/20 financial year",26126,21.41,21.18,21.64,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Dunbartonshire","S12000045","Council area",2019,"2019/20 financial year",19959,18.37,18.14,18.6,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Lothian","S12000010","Council area",2019,"2019/20 financial year",20202,18.86,18.63,19.1,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Renfrewshire","S12000011","Council area",2019,"2019/20 financial year",16097,16.85,16.61,17.09,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Falkirk","S12000014","Council area",2019,"2019/20 financial year",33937,21.09,20.89,21.29,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Fife","S12000047","Council area",2019,"2019/20 financial year",77801,20.83,20.7,20.96,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Glasgow City","S12000049","Council area",2019,"2019/20 financial year",134000,21.17,21.06,21.27,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Highland","S12000017","Council area",2019,"2019/20 financial year",41729,17.69,17.54,17.85,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Inverclyde","S12000018","Council area",2019,"2019/20 financial year",19186,24.66,24.36,24.96,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Midlothian","S12000019","Council area",2019,"2019/20 financial year",17680,19.12,18.87,19.38,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Moray","S12000020","Council area",2019,"2019/20 financial year",16805,17.54,17.3,17.78,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Na h-Eileanan Siar","S12000013","Council area",2019,"2019/20 financial year",4652,17.41,16.96,17.87,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Ayrshire","S12000021","Council area",2019,"2019/20 financial year",30026,22.28,22.06,22.51,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Lanarkshire","S12000050","Council area",2019,"2019/20 financial year",74502,21.82,21.69,21.96,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Orkney Islands","S12000023","Council area",2019,"2019/20 financial year",3993,17.93,17.43,18.44,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Perth & Kinross","S12000048","Council area",2019,"2019/20 financial year",26793,17.63,17.44,17.83,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Renfrewshire","S12000038","Council area",2019,"2019/20 financial year",38298,21.38,21.19,21.57,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scottish Borders","S12000026","Council area",2019,"2019/20 financial year",23232,20.11,19.88,20.34,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Shetland Islands","S12000027","Council area",2019,"2019/20 financial year",3807,16.61,16.13,17.1,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Ayrshire","S12000028","Council area",2019,"2019/20 financial year",25130,22.32,22.07,22.56,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Lanarkshire","S12000029","Council area",2019,"2019/20 financial year",69794,21.77,21.63,21.92,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Stirling","S12000030","Council area",2019,"2019/20 financial year",16473,17.49,17.24,17.73,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Dunbartonshire","S12000039","Council area",2019,"2019/20 financial year",20856,23.45,23.17,23.73,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Lothian","S12000040","Council area",2019,"2019/20 financial year",36776,20.09,19.9,20.27,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scotland","S00000001","Scotland",2020,"2020/21 financial year",1054374,19.29,19.26,19.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Ayrshire & Arran","S08000015","Health board",2020,"2020/21 financial year",79508,21.61,21.47,21.74,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Borders","S08000016","Health board",2020,"2020/21 financial year",22703,19.7,19.47,19.93,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Dumfries & Galloway","S08000017","Health board",2020,"2020/21 financial year",29905,20.17,19.96,20.37,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Fife","S08000029","Health board",2020,"2020/21 financial year",76121,20.35,20.22,20.48,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Forth Valley","S08000019","Health board",2020,"2020/21 financial year",58977,19.28,19.14,19.42,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Grampian","S08000020","Health board",2020,"2020/21 financial year",97236,16.61,16.51,16.7,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Greater Glasgow & Clyde","S08000031","Health board",2020,"2020/21 financial year",242170,20.43,20.36,20.5,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Highland","S08000022","Health board",2020,"2020/21 financial year",57125,17.8,17.67,17.94,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lanarkshire","S08000032","Health board",2020,"2020/21 financial year",141387,21.36,21.26,21.46,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lothian","S08000024","Health board",2020,"2020/21 financial year",154171,16.9,16.82,16.97,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Orkney","S08000025","Health board",2020,"2020/21 financial year",4041,18.04,17.54,18.55,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Shetland","S08000026","Health board",2020,"2020/21 financial year",3872,16.93,16.45,17.42,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Tayside","S08000030","Health board",2020,"2020/21 financial year",82428,19.79,19.67,19.91,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Western Isles","S08000028","Health board",2020,"2020/21 financial year",4730,17.85,17.39,18.31,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeen City","S12000033","Council area",2020,"2020/21 financial year",37247,16.26,16.11,16.41,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeenshire","S12000034","Council area",2020,"2020/21 financial year",43314,16.61,16.47,16.75,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Angus","S12000041","Council area",2020,"2020/21 financial year",23620,20.39,20.16,20.63,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Argyll & Bute","S12000035","Council area",2020,"2020/21 financial year",16081,18.82,18.56,19.09,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","City of Edinburgh","S12000036","Council area",2020,"2020/21 financial year",79903,15.14,15.05,15.24,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Clackmannanshire","S12000005","Council area",2020,"2020/21 financial year",10733,20.93,20.58,21.28,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dumfries & Galloway","S12000006","Council area",2020,"2020/21 financial year",29905,20.17,19.96,20.37,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dundee City","S12000042","Council area",2020,"2020/21 financial year",32503,21.84,21.63,22.05,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Ayrshire","S12000008","Council area",2020,"2020/21 financial year",25377,20.87,20.64,21.1,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Dunbartonshire","S12000045","Council area",2020,"2020/21 financial year",19345,17.79,17.56,18.02,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Lothian","S12000010","Council area",2020,"2020/21 financial year",20109,18.64,18.41,18.87,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Renfrewshire","S12000011","Council area",2020,"2020/21 financial year",15713,16.36,16.12,16.59,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Falkirk","S12000014","Council area",2020,"2020/21 financial year",32482,20.23,20.03,20.43,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Fife","S12000047","Council area",2020,"2020/21 financial year",76121,20.35,20.22,20.48,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Glasgow City","S12000049","Council area",2020,"2020/21 financial year",130165,20.48,20.38,20.58,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Highland","S12000017","Council area",2020,"2020/21 financial year",41044,17.43,17.28,17.59,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Inverclyde","S12000018","Council area",2020,"2020/21 financial year",18564,24.09,23.79,24.39,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Midlothian","S12000019","Council area",2020,"2020/21 financial year",17712,19.01,18.76,19.27,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Moray","S12000020","Council area",2020,"2020/21 financial year",16675,17.42,17.18,17.66,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Na h-Eileanan Siar","S12000013","Council area",2020,"2020/21 financial year",4730,17.85,17.39,18.31,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Ayrshire","S12000021","Council area",2020,"2020/21 financial year",29503,21.98,21.76,22.2,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Lanarkshire","S12000050","Council area",2020,"2020/21 financial year",73340,21.5,21.36,21.64,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Orkney Islands","S12000023","Council area",2020,"2020/21 financial year",4041,18.04,17.54,18.55,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Perth & Kinross","S12000048","Council area",2020,"2020/21 financial year",26305,17.32,17.13,17.51,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Renfrewshire","S12000038","Council area",2020,"2020/21 financial year",37890,21.12,20.93,21.31,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scottish Borders","S12000026","Council area",2020,"2020/21 financial year",22703,19.7,19.47,19.93,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Shetland Islands","S12000027","Council area",2020,"2020/21 financial year",3872,16.93,16.45,17.42,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Ayrshire","S12000028","Council area",2020,"2020/21 financial year",24628,21.96,21.72,22.21,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Lanarkshire","S12000029","Council area",2020,"2020/21 financial year",68047,21.21,21.07,21.35,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Stirling","S12000030","Council area",2020,"2020/21 financial year",15762,16.75,16.52,16.99,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Dunbartonshire","S12000039","Council area",2020,"2020/21 financial year",20493,23.2,22.92,23.48,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Lothian","S12000040","Council area",2020,"2020/21 financial year",36447,19.83,19.65,20.01,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scotland","S00000001","Scotland",2021,"2021/22 financial year",1103871,20.14,20.11,20.18,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Ayrshire & Arran","S08000015","Health board",2021,"2021/22 financial year",83388,22.62,22.48,22.75,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Borders","S08000016","Health board",2021,"2021/22 financial year",23891,20.59,20.36,20.83,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Dumfries & Galloway","S08000017","Health board",2021,"2021/22 financial year",31409,21.11,20.9,21.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Fife","S08000029","Health board",2021,"2021/22 financial year",79882,21.32,21.19,21.45,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Forth Valley","S08000019","Health board",2021,"2021/22 financial year",61860,20.23,20.09,20.38,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Grampian","S08000020","Health board",2021,"2021/22 financial year",102886,17.54,17.44,17.64,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Greater Glasgow & Clyde","S08000031","Health board",2021,"2021/22 financial year",251524,21.22,21.15,21.3,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Highland","S08000022","Health board",2021,"2021/22 financial year",60264,18.58,18.45,18.72,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lanarkshire","S08000032","Health board",2021,"2021/22 financial year",147046,22.14,22.04,22.24,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lothian","S08000024","Health board",2021,"2021/22 financial year",162261,17.71,17.63,17.79,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Orkney","S08000025","Health board",2021,"2021/22 financial year",4189,18.58,18.08,19.1,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Shetland","S08000026","Health board",2021,"2021/22 financial year",4018,17.52,17.03,18.01,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Tayside","S08000030","Health board",2021,"2021/22 financial year",86314,20.67,20.54,20.79,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Western Isles","S08000028","Health board",2021,"2021/22 financial year",4939,18.54,18.08,19.01,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeen City","S12000033","Council area",2021,"2021/22 financial year",39075,17.18,17.03,17.34,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeenshire","S12000034","Council area",2021,"2021/22 financial year",45904,17.47,17.33,17.62,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Angus","S12000041","Council area",2021,"2021/22 financial year",24592,21.18,20.94,21.41,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Argyll & Bute","S12000035","Council area",2021,"2021/22 financial year",16855,19.55,19.29,19.81,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","City of Edinburgh","S12000036","Council area",2021,"2021/22 financial year",84585,16.07,15.97,16.17,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Clackmannanshire","S12000005","Council area",2021,"2021/22 financial year",11328,21.98,21.62,22.34,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dumfries & Galloway","S12000006","Council area",2021,"2021/22 financial year",31409,21.11,20.9,21.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dundee City","S12000042","Council area",2021,"2021/22 financial year",33948,22.98,22.77,23.2,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Ayrshire","S12000008","Council area",2021,"2021/22 financial year",26613,21.81,21.58,22.04,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Dunbartonshire","S12000045","Council area",2021,"2021/22 financial year",20125,18.48,18.25,18.71,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Lothian","S12000010","Council area",2021,"2021/22 financial year",21233,19.38,19.14,19.61,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Renfrewshire","S12000011","Council area",2021,"2021/22 financial year",16588,17.18,16.94,17.41,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Falkirk","S12000014","Council area",2021,"2021/22 financial year",33913,21.1,20.9,21.3,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Fife","S12000047","Council area",2021,"2021/22 financial year",79882,21.32,21.19,21.45,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Glasgow City","S12000049","Council area",2021,"2021/22 financial year",135652,21.36,21.26,21.46,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Highland","S12000017","Council area",2021,"2021/22 financial year",43409,18.23,18.08,18.39,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Inverclyde","S12000018","Council area",2021,"2021/22 financial year",19012,24.79,24.48,25.09,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Midlothian","S12000019","Council area",2021,"2021/22 financial year",18465,19.5,19.25,19.76,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Moray","S12000020","Council area",2021,"2021/22 financial year",17907,18.57,18.33,18.82,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Na h-Eileanan Siar","S12000013","Council area",2021,"2021/22 financial year",4939,18.54,18.08,19.01,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Ayrshire","S12000021","Council area",2021,"2021/22 financial year",30901,23.02,22.8,23.25,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Lanarkshire","S12000050","Council area",2021,"2021/22 financial year",76314,22.35,22.21,22.49,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Orkney Islands","S12000023","Council area",2021,"2021/22 financial year",4189,18.58,18.08,19.1,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Perth & Kinross","S12000048","Council area",2021,"2021/22 financial year",27774,18.06,17.87,18.25,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Renfrewshire","S12000038","Council area",2021,"2021/22 financial year",38982,21.66,21.47,21.85,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scottish Borders","S12000026","Council area",2021,"2021/22 financial year",23891,20.59,20.36,20.83,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Shetland Islands","S12000027","Council area",2021,"2021/22 financial year",4018,17.52,17.03,18.01,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Ayrshire","S12000028","Council area",2021,"2021/22 financial year",25874,23.01,22.76,23.26,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Lanarkshire","S12000029","Council area",2021,"2021/22 financial year",70732,21.92,21.78,22.07,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Stirling","S12000030","Council area",2021,"2021/22 financial year",16619,17.78,17.54,18.03,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Dunbartonshire","S12000039","Council area",2021,"2021/22 financial year",21165,24.11,23.83,24.39,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Lothian","S12000040","Council area",2021,"2021/22 financial year",37978,20.46,20.28,20.65,"Percentage","Public Health Scotland (Prescribing Information System)"
